x
	(+)-chelidonine
KCTD12	3501
NUSAP1	4580
ZDHHC3	8161
GPR17	8351
CPE	6655.5
KDELR3	6837
PCYOX1	7395
NHLH1	4024
METTL22	5340
RAD52	6565
IGHV1-2	5843
RBM12	8344.5
SYDE1	7152
URM1	3723
ZNF419	4222
BRD4	6724
PAK4	5033
THY1	7573.5
COL14A1	7496
PIWIL1	5158
IFI44	7481.5
LSG1	4034
BET1	3486
MGAT4B	8190
SOX5	7897
STMN3	6688
CTAGE11P	7621
AKAP10	5799
MLF1	3701
x
	cortisone
IL6ST	8633
PLEKHA5	4971.5
HSPA1B	7113
LGALSL	3882
RLBP1	4900
KIF1A	3985
FERMT2	7570.5
ATP5E	4393
SAP30	6441.5
DVL3	8218
CORO1A	6540
PMP22	7222
RACGAP1	3099
PMPCA	7015
RAD23B	7802
GFRA2	3178.5
RBM15B	3905
KALRN	6942
CSTF2	4093
EXOC6B	5867
BARD1	6457
OSBP2	4281
SYNGR2	8337
FURIN	4670
ST3GAL5	6306
MS4A12	3839
PTK2B	4862.5
KRT83	7376
KNG1	5245
FMOD	3186
PAPOLA	7826
C11orf75	3793
NCSTN	4121
AKAP8L	3281
METTL4	4693
USP53	4991
AGR2	5444.5
ACAA2	3347
ULBP1	7870
RASSF7	3646
MGMT	8019
CCL5	6861
PLSCR4	4769
AHNAK	5986.5
TCN1	8620
RPL31	4938
SULT1E1	7622
POU3F4	6806
ADAM12	5465
TRAV8-3	5373
VCP	8562
USP9Y	3702
NMBR	5364
C2orf28	3472
SYNJ1	6738
GAPVD1	7436
GPR27	5702
ADRA1D	4866
GOT2	6303
DUSP3	7219
TLX3	4550
SRD5A1	8755
RERE	6051
ZKSCAN5	8818
KRTAP5-8	5127
DENND2A	5961
ADRB3	5413
GSTO1	3232
PNOC	6636
GAS2L1	7701
LRCH1	8354
MCF2	5025
TUBBP5	8593
BAIAP2	6729
IL1RL1	4337
FPGS	4540
ACTN2	3034
DDX24	8209
CLCF1	5661
WHSC2	6838
CST6	3671
TDGF1	5198
FAM46A	8817
CYTH2	8292
TAOK3	7537
TBX6	4944
SEC23B	8275
DLX2	7253
C3orf64	8224
SFTPC	3726
UQCC	6943
ARRB1	3261
C1orf116	4042
C14orf135	3465
DHDDS	5653
CCDC130	5006
IVD	7971
CSTF3	6270
RRAGD	3694
FHL1	5669
SLC35A2	6507
CLINT1	6644
BTG4	5398
SCAF8	6584
GLS2	4424
HIST1H1B	8500
RABGGTB	8340
EMX2	6727
RAB32	3814
ATP11B	6537
COLEC10	5471
NFATC1	5448
CDK16	8446
AMELX	5932
IZUMO4	7246
HDDC2	4048
SLC9A3	8283
PSMC3IP	5464
KRT20	3611
RAB28	6302
PARP6	3243
ERGIC3	4862.5
GRN	3861
WDR46	8176
ANKFY1	5914
LSM7	3087
GALK1	6576
COPE	6790
RGS9	4807
LAMA4	5717
NOVA1	4465
ANK1	4695
PILRA	4859
TUBB	3177
DMWD	5519.5
BCL6	6731
SUGP1	8641
RGS2	8613
GZMH	7289
TMEM104	5863
YOD1	4275
HMX1	4425
ANKRD11	5531
PIK3C3	4034
CXXC4	6837
ABCC3	3078
TMLHE	6676
RPS9	6878
NEK7	4914
NUMB	7257
HN1L	7929
SULT1C2	6406
ANGEL2	3342
PJA1	4108
YLPM1	7473
BAI3	4573
SPARCL1	4620
KATNB1	4404
PTGER1	5029
CSF3R	4594
FOS	4110.5
TJP1	5045
GALK2	3145
RGS6	5008
GNG13	4298
RPL18	8725
KCNG1	4795.5
GLI3	5705
SLC26A10	6041
CSNK1E	8260.5
SLC6A8	5477
COX6B1P3	8734
MRPL11	5199
CNPPD1	8702
ARFGEF2	8382
FST	6504
MCF2L	6663
VN1R1	4021
CRNN	7440
HCCS	6203
ZNF536	3606
USP10	8384
MAT2B	8270
ADCY2	3475.5
TGFBRAP1	4732
CIT	8278
AKR1B10	8027
MT1X	4899
TIMM23	7804
THEG	7729
SDF2L1	8262
DCTD	8758
ITPK1	8308.5
PNLIP	7986
AKAP11	3128
RAB35	7182
CYR61	3738
SPG7	6307.5
NHP2P2	6456
AOAH	8449
x
	corynanthine
SMARCD1	5487
CP	6449
PCDHB1	4345
IGSF9B	5899
E2F2	3768
RNF40	8705
PRUNE	8164
TMUB2	7813
DLC1	8085
ADRB2	8386.5
CYBB	4532
HSD17B4	8056.5
ZW10	5895
CDH20	8345
SPOP	7105
DNAJA3	4166
LINC00474	4691
UBA6	3196
TNFRSF11B	5962
CLCNKB	3521
C7orf58	7035
OPCML	6109
OR7A17	4740
TRAF3	4010.5
UBBP2	4750.5
RNASEH2A	6423
DDX41	6342
SPA17	3343
MRPL22	6680
FGFR2	8001
UBE2N	7087
SLC7A1	7047
SUB1	5090
TFAM	7297
USP16	3585
DHCR7	8568
VPS13D	4459
AEN	5197
RAB40C	4642
HPGD	6420
PRKCQ	6401
GFRA1	3730
FAM188A	5312
TUBA1A	5503
SLC25A6	5604
IL12RB1	3247
KAT2A	6983
PLA2G15	5543
BHLHE41	3047.5
FBXO42	5707
UMPS	5530
DERL1	5278.5
ABHD14A	6477
PNPLA3	7481
ZNF224	7730
TICAM1	3562
NDUFS7	4708
ARHGAP6	5418
FAM210B	7901
ID2	8761.5
GPSM2	3600
BCAT2	7522
PGRMC2	5859.5
FHOD3	5677
LRPPRC	8527
SASH1	5720
CYP3A4	3651
TPD52L1	5958
BCL2L11	8188
ZC3HAV1	8738
RNASEH1	3008
TBL3	4748
MUC1	6266
AKAP3	8155
MLLT10P1	8027
LONP1	8556
ZDHHC7	5181
BRF1	6972
PRUNE2	6085
SF3A1	8431
PNPLA6	3851
MAP6D1	3437
DNAJC16	8022
MECP2	8668
SPARCL1	7264
SFRP1	4092
LY6D	3134
KRT76	4266
TOX3	5010
SCRG1	7720.5
DMWD	8012
METTL2B	5900.5
ERP44	6819
C22orf29	7530
PRAF2	6070
FOXA2	6497
HEXIM1	8154
YIPF6	4590
UMOD	7582
OSBPL9	4279
COX6C	6404
ZNF184	3629
DENND4C	4993
SAR1A	7130
TMEM204	4398
C2orf72	4253
ERI3	3946
CLDN4	6557
COL15A1	5121
BHMT2	6861
B3GALT5	3367
IL16	4059
CERS6	5551.5
ANO2	7164
ZNF225	8205
TAF2	7686
AK2	8684
HMOX2	6832.5
EPHA2	8307
RNF24	6865
JAG2	8043.5
ZBTB44	5211
SESN1	4832
EPCAM	5520
GNMT	7487
MOSPD1	5161
ZNF75D	7795
ACTL8	6787
STARD7	7859
MYO6	8484
ENGASE	5164
FAM115A	6074
KDM4B	5395
RHOBTB3	8628
HADHB	8371.5
ZNF160	3587
TRIM58	8278
ACOT11	4717
SMPD1	5247
GAA	7565
USP48	3205
PTGS2	4328
ITPKC	6627
RNF6	7999
COX6B1	4723
TTLL5	5018
SRPK2	6314
DENND1C	6468
ABCC4	7311
HIPK3	7080
CNOT3	7722.5
NR2C1	6034.5
GPR63	6382
KCNQ1	3370
SKIV2L2	8200
FXR2	5315.5
IDH3A	8237
RAB31	6647
TMEM40	4180
DARS	5963
ABHD8	4144
COMMD9	7238
BIN2	3327
ITGB3	3543
MYO7A	5797
ACAP2	4724
MCM4	8282
TIA1	6062
PTPN21	5949
ZNF467	4424
PGPEP1	7415
CFI	8119
ADAMTS2	3830.5
NPDC1	6852
GGPS1	4189
HERC6	5069
MADCAM1	7755
NR2F1	6632
SMG8	7534
C12orf49	7846
TFF3	7179
UBE3A	6937
MUC4	4218
C19orf6	7398.5
GPR19	7202
TMED10	3210
CDCA4	3728
IL6ST	8667
C2orf18	5562
MT1M	8163
DOK1	7603
SCRIB	5308
GSDMD	6012
AOX1	8241.5
WDR5B	3828
IGLV3-25	8392
TPD52L2	7014
SLC24A1	7108
MLANA	3549
KIF21B	4507
x
	cotinine
NEUROG1	7779
PRB4	7640
HBXIP	5903.5
C12orf52	4441
CARD14	6025
UBE2A	7551
TXNL1	5823
CRYAB	5759
NCBP1	7255
CXCR2	4672
FXN	4827
ADCY1	3557
KRT16	8024
ABCA2	6687
EPYC	6997
RNF185-AS1	6104
MYO19	5930
GGA2	7286
PSPC1	8572
ERAP2	6495
MTMR8	7833
PCOLCE	5998.5
PKP2	4454
XPNPEP1	3911
KNTC1	4574
UFL1	5553
ATP11A	3831
METTL3	8830
IFNA1	8515.5
MARK3	4783
PSG3	4021
VPS13C	7150
TSHR	6882
LILRB5	4847
MARS	3304
EPB41	3496
VHL	7384
SLC25A24	3171
HLA-F	4204
F12	3348.5
ZBTB20	6389
TNPO3	6816
RASSF9	5612
PSMD12	7304
ACP1	6445
RAP1GDS1	8209.5
AGBL3	4815
CTPS	7340
LEPR	7191
NUP93	6312
ARGLU1	4073
CCHCR1	4991
NFU1	4599
IFNA2	7493.5
MAU2	5122
ELK3	5730
GALNT1	7915
UBXN8	6338
FAM115A	6100
STIP1	6956
IL1RAP	4938.5
PSMC2	8591
SP3	5912
GPR15	8464
DGKA	3731
MADD	5412.5
KCNJ15	3006
RSBN1	6173
HTR2A	6610
DNAH3	4841
RAB22A	7130
PEX5	3131
BAZ1A	8638.5
DSTN	5748.5
FAM216A	8343
PNLIPRP1	3553
KCNG2	5924
CHTOP	5703
SNTG1	5099.5
SLC6A2	3579
HMGN4	7784
C1orf135	3385
SLC25A20	8650
H6PD	8497.5
ARID4A	6529
F5	3435
DNMT3A	3850
ZNF7	5090
DDR1	5346
AIRE	3687
PFDN4	6792
SSFA2	4026
PTCRA	4292
FSCN3	3222
PCSK7	4926
ASMTL	5114
PQBP1	8090
FAM98A	6657
DUSP11	7952
TBX6	8538
TTC39A	5845
MLLT4	3836
KBTBD11	3696
MUC4	3300
AICDA	4905
ANKS1B	4975
PRPSAP1	4999
CLSTN3	3154
DHX9	5378
SLC4A7	4869
PDK2	4148
FDPS	6107
RAD52	5192
KIT	7741
SEC24D	6473
GON4L	3367
RARB	3858.5
AVPR1A	5862
SEZ6L	7968
PPBPL2	4811
TSC22D4	5760
MLF1IP	4592
CNP	5165
PRPSAP2	4483
ZNF180	7068
IL1RL2	8807
IL4	4231
AARSD1	8686
GJB3	8327
AMH	8488
CNOT3	7894
RAD23B	4767
C11orf51	3071
STON1	8836
PDE1B	3656
ANKRD26	6440.5
LYPLA2	3801
CXCR5	3184.5
MS4A6A	7818
BTN1A1	7100.5
CFDP1	5106
CPT2	3709
FABP2	6904
MAGI2	5856
TCTA	5095
ALLC	3357
GRIA2	4406
PIAS1	4495
BBIP1	4309
CSDE1	3984
DNMBP	8550
PLA2G2A	5348
PAPOLA	5861
GTF2I	8312
DEDD	6111
FBXL18	4530
XYLB	7427
NCOA1	5496
MPP6	7248
CSPG4	5395
MPP5	6695
CC2D1A	6276
ALDH5A1	8172
BRDT	7011.5
TMPRSS6	5371
OGFRL1	7112
PUS7L	3233
KERA	5418
C2orf43	8856
TMEM8A	7067
MYH15	8794
MAB21L2	8040.5
UQCR10	3271
TRIM31	4538
AGK	5687
KIF1A	4598
MEF2D	6841
NRP1	7300
GNS	6119
RAPGEF1	3296
CLTA	5611
RNF208	3059.5
APOM	3009
PRRG3	3880
KIAA0146	5166
EXTL3	8647.5
ST13	7173
BCKDHB	4271
PDHA2	4260.5
HLA-DRA	3417
PSMD4	4414
ZIC1	6498
TEX13B	4756
CDKN1B	8736
CDCP1	4216
SLC19A1	3735
SCAMP1	6870
ZNF710	6189
IDH3B	8098
BGN	7113
x
	cromoglicic_acid
COL5A1	3220
CCNH	5364
RELA	4704
VPS53	4745
COLEC10	5018
COPZ2	6792
MLLT1	4171
IGHD	6978
ACTN3	4334
NECAB3	7347
CEP290	3329
SIX2	8733
PEX12	3649
VPS33A	3642
SPINK5	4724
PTP4A3	4391
GTSE1	3226.5
CRAT	7993
PITPNM1	4825
SMPD3	5338.5
SIGMAR1	7008
PPM1F	4193.5
RGS10	7684
GBAP1	4666
SLC9A3R2	5798
PSMD4	6721
OTUB1	6351.5
CAMK2G	5526
TINAGL1	5989
ST3GAL6	3297
CGA	8023
EFCAB11	4131
DLG5	8433
TSKS	6061
SLC1A7	4503
C16orf42	5529
ALOXE3	5419
MXD4	7251
PRKCI	3183
TUBB	7323
KCNJ5	6391
XRCC3	3077
DYNLRB1	5979.5
ETNK1	8353
TFDP2	8835
CDYL	7087
ADCY6	6359
PSME1	4795
CDK10	5235
SLC29A3	3539
ZNF234	6010
PARP3	5988
CD1C	3193
GJA5	8218
PRR5	3591
RWDD2A	6133
CYP4F3	6726
ERAP1	8135
PDCD4	5899
WDR70	3436
KCND3	7382.5
MAPRE2	7708.5
ARID1A	6526
SEC31A	4309
HN1L	3789
SNORA66	6511
EPHX3	5272
EIF1	6653
NRP1	7273.5
SLCO2A1	3414
GOLIM4	6504.5
ECEL1	4852
BZW1	8368
HNRNPD	3052
RRBP1	5734
TIPARP	6411
SRPK1	6109
CPNE3	3442
BRD1	4425
PAPOLG	3277
SMEK1	8524
ACTA2	4506
IL6ST	4543
ZFAND1	5297
C13orf44	7124
SPG7	5514
CBFA2T2	3863
RC3H2	6046
EPB41L2	5982.5
ALPI	6901
TFPI2	6878
NCR2	8150
PLEKHA5	6800
CTSH	5205
RPL37A	8425
PRSS23	8252
PQBP1	8412
AKT3	5945
CDC25C	8675
ADAM22	4842.5
OR12D2	8608
GZMH	3130
FYN	7365
CYP7B1	5543
HNRNPUL2	8191
B2M	4054
RUNDC3B	5633
RECQL5	3326
SPAG8	4034.5
PITX3	5668
TRAT1	6643
LRBA	4703
FAM55C	8549
AQP6	6636
PDP1	4747
LCP2	7312
FAM204A	3934
FOXRED2	7345
FAIM	3695
ELF1	5965
PPM1B	8240.5
METTL16	8702
MAP2K1	4062
MON1B	4712
PTGDS	7142
ATAT1	6987
JAG1	7211
PHF20	6210
CD55	3078.5
MTHFR	3437
KDELR1	6089
FSHB	5222
CHKA	7445
RHEB	3949
WFDC2	4756
RAB6A	7078
SERPINB13	3899
NPR1	3557
DNASE2	3733
ATOH1	3258
TFR2	6984.5
CASQ1	3751
JUP	3389
FGB	3588
C11orf51	3349
SUSD4	4144
MAT2A	8771
PAK4	7564
SLMO2	6081.5
TTC9	8544
TBX2	7716.5
WDR83OS	4585
DPP3	3203
TRAF3	8504
TMEM87A	5407
ADORA3	4936
MACF1	6124
RGS11	5149
LARS2	6924
POLR1D	6338.5
HLA-DMA	8617
BRAF	8366
POLL	4453
GRIA3	4023
COPS7A	4684
TUBB4A	4630
AGT	3059
USP7	5856
PEF1	4110
ATP5E	4444
AGXT	3906
GJA1	4059.5
MAP9	7404
SNAP23	3157
TSPAN3	7131
TREH	7721
ELAVL3	4403
MEST	4986
CACNA1C	6494
LSM5	4482
LPL	6432
GSTM3	5852
BBS9	3936
HK3	4722
SCEL	8588
EIF2C3	6869
CNTN2	5291
C11orf75	5642
TAF6L	5279
LRIT1	4151
TAPBP	8158
FGF13	7002
RDH16	4056
RERE	3135
PAN2	5394
ANKRD17	5788
CLEC1B	5269
SIRT5	4474
GABRG3	6961
ADCY10	6567
x
	crotamiton
MEIS1	7818
FBP2	5606
RYBP	6175.5
GNB1	5810
KDELR3	6107
SEMA6B	6033
MAB21L2	3141
PPP1R7	8580.5
CDC42SE1	7881.5
TAF1D	3777
C14orf1	7543
KCNJ8	7108
DDR2	3861
GPR37	8423.5
LIPA	6000
CCR6	6269
ANXA11	5126
FABP6	7192
TRAPPC3	7639
PCYOX1	3114
PWP1	4443
RBCK1	7271
SPCS1	7904
NCAM1	4669
CIITA	6172
NECAB2	4951
ZNF574	3917.5
PMPCA	4813
KCNB1	3147
RPS6KA5	6315.5
SUMO4	7862
SLC2A3	4680.5
ROBO1	4656
SRGAP3	3156
RAB15	6202
RELA	6846
XPO7	8043
FOXP3	7206
RPS21	5614.5
CCR1	8431
TRMU	5755
GUCY1B3	5756
RAB33A	6617.5
ATP7B	3713
DIEXF	4881
DDX52	7594
MICALL1	6952
PRPF3	4700
MANBA	5481
WAPAL	6395
DDX6	6182
PHKB	4409.5
PARD3	6484
CDYL	8711
LPIN1	5939
ITSN2	5728
PRKCQ	5916
RUFY3	4571
CTAGE11P	4018
RPL8	5399
PAK1IP1	8313
SLC22A13	4679
ZMYM2	7393
ARHGEF9	5825
PTGER1	5100
KIF1A	3980
OXTR	6964
ATP2C1	7516
FASTKD1	5953
IGHV3-7	4937
DAZAP2	8120
AP3D1	5164
LMNB1	7105
NAGLU	5869
KLHL18	3716
TJP1	3068
IL16	3693
PLP2	7369.5
GRM1	5493
MAP1S	4351
GIPR	3136
DOC2A	8172.5
FAT4	7159.5
CDH2	7726
ATP6V1B1	3293
POLR1C	4333
FER1L4	4389
DDX17	8368
SERPINI2	4205
MAP3K7	6617.5
PPP3CB	7013
CETN2	3818
TBC1D15	3877
TES	5875
COL15A1	5479
ATP1B2	6787
C20orf111	8861
PLAUR	5489
PIK3C2A	3063
PRKCG	5550
RXRB	4806
MOXD1	7666
TNKS2	6075
CILP	4215
NEDD9	6515.5
TRPC2	6521
NPM3	7544
AGGF1	3504
MYO1C	3826
DDX11	6949
LILRA1	5946
TNC	5275.5
GPRC5B	7213.5
TNIP2	3360
MYB	8050
GAS2L1	6490
RAMP2	6308
RNF187	3357
ALG13	5662
RNF32	4804
KRT6B	3795
OXSR1	8687
IFITM3	8852
WBP11	5611
CC2D1A	3583
WBP2	5759
PTK2	3197
GHITM	7822.5
IL21R	5887
INSR	4948
HEPH	5564
SLC5A3	6843
ARHGAP25	6628.5
ERBB2	5293
FOXM1	7640
PPIL2	6123
CACYBP	5415
DNAL4	5571
CAV1	3292
ZNF253	8788
NCOR2	3711
MGAT4B	8030
CXorf56	5047
HMGN3	8281
CYP19A1	8319
RAP1GAP	6650
ERBB3	8294
TGFB3	8213
CNOT8	6931
ISOC2	6375
NDP	6275
PRPF6	7929.5
ALOX15B	4146
SMARCA1	5637.5
IL27RA	6856
CYP2A6	4914
ATG9A	5524
MOS	6224
HSPB6	7196
FIS1	5763
SMURF2	7219
ZNF3	3888
AGPAT3	6325
C10orf2	5181
LIPT1	3203
RNF19B	7043
PLEC	7873
MICB	4861
POLR2G	3131
STRN	6301
COMMD8	3030
SOX14	8212
KRT2	7539
MMP16	5392
NLRP3	6698.5
NKTR	5088.5
BMP2	3216
OCRL	3762
PELI2	7187
COMMD4	5386
PRKY	5689
NHLH1	4805
TNFAIP1	6356
HOXB9	3628
UBOX5	6656
ATP6V0E2	4086
OR12D2	4498
PLEKHA5	5859.5
RNF220	6351
DHRS12	3318
PAX6	8101
COG5	3446
CLC	7780
TNPO1	7795
VSNL1	5950
TRBV5-2	4024
HIST1H4H	4621
ATP5G3	5379
BAZ1A	7690
PLXDC1	5604
x
	cyanocobalamin
B4GALT2	6251
IL4	3537
MAST2	8488
BEAN1	3413
C17orf101	7998
COL9A3	5326
SLC43A3	7691
MYH2	6053.5
ZNF268	5361
SMARCA4	5611
ADRBK2	4478
ZNF549	8821
RAP2B	6035
DDX28	4357
ACTN2	4410
MYO19	8475
MLLT4-AS1	3129
MSRB2	3707.5
C11orf9	3221.5
MRPL44	3650
MED24	3842
RNF220	4661
SLC24A3	4649
ERH	5960
CHST1	8062
CALB1	5241
PIAS2	4239
MAST4	6463
ZNF24	8786
ACSL1	7668
SLC30A9	5520
PNLIPRP1	7588
TMC6	5308
GPC3	3509
KIAA0564	8467.5
CAD	7218
PRDM16	4718
FZD1	8068
PHF20	4608
FBXL2	7591
PCDH1	3732
R3HCC1	4648
TMEM47	4883
CELSR1	4762
MS4A3	3417
FAM63A	5514
TIAL1	4795
IGHV3-20	6580
APOL5	3284
LRRC6	3414
FUZ	5167.5
VPS4A	5424
INTS1	6863
LYVE1	8064
P4HA1	7084
BNC2	7909
NUPR1	4618
PRPF4B	8785
CACNG1	5644.5
TRIM68	3689
EML1	5501
OXT	3440
LGR4	4867
ENTPD5	6374
HRK	6480
GRWD1	3450
GPR97	7185
TSN	8621
TXNIP	6594
CXCR4	4586
SETD3	3962
RASAL1	3739.5
C16orf45	3226
PPFIA1	8372
CALCB	7346
MFNG	8624.5
NR2E3	7069
FAM125B	7175.5
CPT1A	4086
FKRP	4623
CDH2	4430
HAND1	7890
LOXL1	4292
UTRN	7507
POM121L2	5630
CASP7	3574
ZIC3	7217
PARK2	7025
CCNE1	6207
RTN3	4835
TMEM50A	6418
BICC1	3830
TCF7L2	4027
NR2E1	8118
FAM50B	6826
DNAJC13	7152
TCEB2	6475.5
GJD2	7172
ACVRL1	5952
TFAP2A	4318
GPER	6878
DNAJA4	6605
P2RY10	3092
TBRG4	3887
DACT1	4411
POMC	5521
ATP5F1	7595
MIA2	3685
ZNF609	6319
BCAR3	3807
TPST2	5695
CASP8AP2	4979
PNP	5772
GALE	3505
SLC28A3	3415.5
BUB3	6272
ABCD4	5388
PLCB1	4533
C14orf79	6599
CTSG	7273
LINC00338	3555
ADAM28	3988
BCL11A	8371
KPTN	7418
CLDN1	6366
CCNH	3932
TSC22D4	4077.5
TFG	6969
HMOX2	5879
CSN1S1	5243
NENF	3053
ALDH1A2	5618
TFRC	6208.5
ALDH3B2	5646
IRAK4	4426
POU2F2	4742
FAM69A	3647
INHBC	3552.5
BFSP2	8366
NCR1	5095
NUDCD3	8286
CEP68	4588
PDE1C	4959.5
TRIM3	3743.5
ANXA7	6606.5
LPP	4409
PRKCSH	4294
CCDC70	7126
SYN3	5881.5
WDR46	4894
TYMP	5850
SYTL2	3021
MBL2	6408
TNNC2	3613
C4BPB	3516
C14orf135	4035
PTP4A3	7093
DUSP8	7523
KRT31	6655
KCNH1	8436
WDR67	5763.5
PPP1R3D	3654
ESD	5222
WRNIP1	7257
HDDC2	6648
TFAM	6817
AARS	4370.5
SETDB1	5679
PPP2R1A	6593
SMARCA1	8266
MRPS31	7299
CUL4A	4752
CELA2B	4450
TMEM187	4186
PHLPP1	3749
TNFSF8	4555
PLD2	8791
RBM22	7684
PPIP5K1	7912
PUM1	6867
UNC119B	4950
AMPD1	6250
PEA15	6477
TROAP	7343
CARS	7685
ANG	6999
B4GALT7	6847
ATXN3L	6072
MST1R	3625
ZFP36	5434
CYBB	8159
PFKFB3	3843
KHDRBS3	4826
C1orf95	8790
CRCT1	3569
GSTP1	8367
USP14	8489
GALNT14	7139
ODZ1	7078
KAT8	6186
x
	cyclic_adenosine_monophosphate
UBE3A	3209
NUP54	3293
HAGH	5764
PDAP1	5308
CADPS2	4240
HK1	5446
PDE4C	4723
PSMD1	5711
SF3B1	7513
LTBP1	6446
HOXC6	6981
SLC20A1	7622
COPB1	7638
AIP	3189
SCARB2	8439
FARSA	4760
LIFR	4261
USP2	7670
FNBP1	6164.5
PDPN	4981
BECN1	5075
MYO9A	3679
ITGA2B	8607
PTCRA	7107
GIPC1	7309
KIDINS220	3175
TNFSF10	3216
TUBG2	5773
PPPDE1	6366
MAP2K7	3348
TRAPPC12	6277
LMBRD1	3757
RBMX2	7723
PRSS3P1	6806
SYT17	7269
PRUNE	3607
CHD8	3196
SEC13	8285
RIMS2	8599
TFPI2	7097.5
PGRMC2	6558.5
MAP7D3	4948
CD200	5766
FAM210B	7164
CCNE2	7399
NPRL3	7715
GZMK	4707
POF1B	7746
GALNT1	3935
TFAP4	3631.5
PAX2	7292
CAMKMT	5637
ATP2A3	4103
ORC5	4187
DDAH2	8058
ERMAP	7525.5
SCN7A	8843
PIGA	8569
C14orf93	6417
CEP250	3715
TAS2R10	4445
GUK1	3119.5
ABL2	5167
COL14A1	8612
CALCR	7105.5
STAG3	4542
ZNHIT2	3137
GSPT2	8579
TMEM183A	6875
APEX1	5565
PHF8	4192.5
GCNT2	7151
KLHL36	7617
ALDH6A1	7301.5
CARD14	7453
MBD3	4329
PARP2	6816.5
CASP8	5920
CAPG	7633
IGHV3-23	7665
CRABP2	3534
CEP41	8784
UCN	8077
DPEP2	3988
GNL2	6888
PID1	4044
GMPPA	6048
KIAA1033	6598
DNAJC10	3830
WASF3	5252
ACIN1	8390
PBLD	8316.5
MEF2BNB	3092
PTH2R	7468
GDAP2	6919
PPM1D	8275
C5AR1	8328
CLDN10	7314
KDM5B	4776
SIRT3	7075
PFDN6	5138.5
HMGA1	3788
SUZ12	7853
SIGIRR	6505
GTF2I	3898
DDX27	3009
KLHL9	3579
DPP8	7691.5
ENDOD1	5438
CGREF1	3249
TEK	7799
UAP1	4270
WBP4	3344
CLDN15	6014
ARF6	4033
DCTD	5783
OR7E12P	7466
NUP50	3227
DCAF7	5538.5
LHX6	3060
TIPRL	3331
AP1S2	7851
NXN	4715
C20orf43	8291
GCAT	4842
PABPC1	5098
SLC39A7	6865
VCP	6644
PPP1R12B	7559.5
SMPDL3B	8822
ADAM20	4853.5
SREBF2	6839.5
NMT1	5109
SLC7A9	7657
PLOD2	8766
CARM1	7495
NRXN2	8341
PSMG1	5695
CATSPERG	6376
PPP1R3D	3576.5
VASP	4866
TBC1D12	6697
ANKRD49	5693
OGG1	7870.5
RND2	8471
SLC22A2	4470
MET	6350
BACH2	5260
PURA	3286.5
CPOX	3638
FGL2	5918
PLCB2	8298.5
TBL1X	4490
GLRA3	5724
XPNPEP3	3218
USH1C	6873
SEPT4	6273
GOLT1B	8255
GUCA1A	6787
SLC29A3	4888
SMYD5	8423
DDX31	3252.5
ZNF221	7877
SPSB3	3291
ACSL1	5542.5
ATP8B1	3536
HEATR2	5134
TXNDC9	7785
CNOT4	4221
PARL	4268
NRAS	3891
TSSK2	3566.5
NENF	6639.5
NSUN7	7441
KCNQ3	8608
ARIH2	5617
FANCA	7203
NCKAP1L	5376
GSTM4	8417
URM1	6904
TH1L	8175
NDUFC1	5890
ABAT	5830
ACTR5	3510
PSG6	8739.5
GAP43	4571
TPR	6248
PAPSS2	5784
ATAD3A	8678
ZFHX4	5441
HSF2BP	3021
GABRA5	7248
TUB	8457
DSP	8465
FOLR1	8272
PATZ1	5371
TPH1	3034
APBA2	5062
CES2	3689
CUBN	8584
x
	cyclizine
AHCYL1	7835
AGPAT1	4232
ACOT7	4698
CDK5R2	6425
THBS3	3836
GPR85	8526
RGS7	8387
DRG2	3368
BHLHE40	6410
NEK2	7574
NUP160	7202
PDIA6	6822.5
VHL	5648
SH3BP2	7510
ASNS	3310
CDC7	4152.5
JUNB	3897
EIF2D	7578
DUOX2	3957
AIF1	4869
CCDC22	6178.5
C2CD2	5685
HES1	4380
HNRNPM	5824
UBL4A	3887
SLC4A7	7857
ENOX1	7431
NF1	4645
MUC2	3633
SH2D4A	5425
CD2	6172
ACTR3	6569
ATP2B4	5041
FTSJ2	3650
EDNRA	8071
ZNF512B	7177
NFKB2	3626
GSK3B	4517
BNC2	7699
ST14	5027.5
SLC12A8	8394
GNG12	3503
SLC5A1	7419
RTN1	7294
ANKLE2	5097
CCNE1	7012.5
RAD54B	6888
TBX5	6539
DNAJC24	7447
RPL35	4282
SST	6604
BCL2	7498
NR4A2	6710.5
TLK1	5216
AHI1	7629
HNRPDL	6890
PPARA	3170
PAAF1	4136
XPNPEP1	5647
TACC2	4961
RCOR3	4694.5
BIN1	5649
C19orf57	5862
HAMP	3560
ATG12	7164
SH3D21	8409
POLG	7205
C6orf123	8038
PCSK5	4271
HEXIM1	7004
KIF2C	4991.5
AACS	7370
HPS5	4722
RERE	7722
UBE3B	5317
COPS7B	6515
UROD	5920
CNN3	8306
RORA	7144
NCBP1	6871
FZD10	3987.5
MRPL19	6553
TXN2	3300
GAL3ST1	3820
PROX1	7923
SLC38A2	6032
FST	3091
SCT	8196
EFCAB2	5250
LSG1	7768
CD19	8584
CRH	7169.5
CRYAB	6364
IRAK1	3634
ZNF222	4363
C5orf30	5822
BLM	8130
GJA1	6509
ADA	7939
RPS16	3857
ADAMTS2	6045.5
NME5	4335
AGPAT2	3519
ATP1B1	7985.5
IKZF5	8050
WSB1	7314
TMSB15B	4016
MPV17	4308
TNC	6839
RAB40C	5123.5
