x
	(+)-chelidonine
TUBBP5	78
THAP1	79
GDAP1	80
RASSF1	81
RRAGB	82
CORO2B	83
CACNA1F	84
AGPAT5	85
PLA2G2A	86
CYP20A1	87
PROSER1	88
CBR4	89
RAP2A	90
HOXC11	91
MSH4	92
C21orf77	93
DOK5	94
KLRG1	95
STATH	96
FRMPD1	97
ACVR2B	98
OSMR	99
PPP1R17	100
FGF21	101
POLR3D	102
COLEC11	103
RPP25	104
STAG3L1	105
ZNF329	106
ADAMTS7	107
SOAT2	108
OVOL1	109
NRSN2	110
TM4SF20	111
RAB25	112
EYA4	113
MSMO1	114
CHMP7	115
SLC9A7	116
ABCD3	117
REV1	118
CLEC10A	119
ORM2	120
SLC5A1	121
ABCE1	122
TK1	123
CHI3L2	124
KRT35	125
SMARCAL1	126
ST7L	127
GLCE	128
CNTN5	129
RPL36	130
GPN2	131
PRG3	132
ACADVL	133
ARID5A	134
FBXO22	135
DOCK2	136
XDH	137
SERPINB8	138
NSA2	139
SETMAR	140
CHST7	141
MYO5C	142
TESK1	143
FUT1	144
LILRA3	145
GDAP2	146
MFSD1	147
CD70	148
CFHR5	149
SMAD5-AS1	150
SCRN3	151
HIST1H2BF	152
FKBPL	153
CCDC85C	154
HHLA1	155
LARP6	156
PTTG1IP	157
C10orf88	158
AFTPH	159
LYZ	160
DPM2	161
RNASE2	162
MAP3K10	163
MYT1L	164
ACTL7A	165
C9orf91	166
PSMA2	167
DHRS11	168
RPL37	169
ATAD2	170
SHC3	171
TTC38	172
MTIF2	173
RNPEPL1	174
C20orf4	175
DZANK1	176
SECTM1	177
ZNF493	178
GABARAPL2	179
TUBG2	180
UNC119	181
TCF12	182
FOXB1	183
HSF2BP	184
STEAP4	185
C17orf62	186
SHC1	187
RABL3	188
NES	189
PPT1	190
PLEKHA4	191
ENTPD6	192
PRPF39	193
CIDEA	194
TNN	195
GIMAP4	196
PLCG2	197
TCEB3B	198
TSPAN31	199
IAPP	200
x
	Prestwick-1083
FAM118A	1
AMPD1	2
SYNC	3
CHRM2	4
TP73	5
DHX58	6
CYorf17	7
MUTYH	8
TPRKB	9
TAGLN2	10
SLC12A1	11
FMO6P	12
HLA-DQB2	13
STRA6	14
ERCC8	15
MMP20	16
DTL	17
BNIP2	18
PLA2G16	19
C22orf31	20
PCDH11X	21
ZNHIT1	22
ACADS	23
CRYBB2	24
PPAN	25
RNF141	26
GSTCD	27
C3orf27	28
SNX6	29
RPL12P11	30
YPEL1	31
C1orf9	32
PLEKHO2	33
ZBTB3	34
KDR	35
ANKRD10	36
GMIP	37
SCO2	38
CHD1	39
CNPY4	40
GRIK3	41
ACP6	42
PSMB7	43
C7orf43	44
CXXC4	45
ACAP2	46
GPRIN2	47
DGKB	48
ACE	49
XAB2	50
PSMC4	51
AQP2	52
USP21	53
SPINT3	54
CRYGA	55
CUX2	56
APOBR	57
TALDO1	58
KCNC1	59
FBXW7	60
CXCL14	61
FSHR	62
RAB38	63
EHHADH	64
RHOC	65
EBI3	66
MMP28	67
CDH7	68
PFKFB1	69
SH2D3A	70
CAPN11	71
HIST1H2BB	72
SLC30A10	73
EIF3E	74
YBX2	75
ACOT11	76
LRIG2	77
NSA2	78
DCAF6	79
KRTAP5-9	80
CRNN	81
CDR2	82
IFRD2	83
KDELR1	84
SLC18A2	85
TMEM14A	86
C1GALT1	87
CHRNG	88
INPP5A	89
FOXJ1	90
IL9	91
FBXO2	92
ACADM	93
TMEM143	94
PRKX	95
PTGFR	96
TACR3	97
KLHL2	98
CNTN5	99
ZBTB24	100
NGFR	101
NPC1	102
CXCL2	103
LMX1B	104
FGFBP1	105
PAQR4	106
NCALD	107
KIAA1107	108
C15orf44	109
S100P	110
KANSL1L	111
MSMO1	112
CYP11A1	113
REXO2	114
DACT1	115
ERCC6	116
MID1IP1	117
TOMM20	118
HIF1A	119
TEX11	120
GPR6	121
TMSB10	122
CCDC70	123
GPR171	124
ASIC2	125
HSD17B2	126
DNASE1L1	127
DPPA4	128
ZBED4	129
ZNF223	130
SCFD1	131
P2RY2	132
PPP1R17	133
RPH3A	134
SIGLEC5	135
ZNF423	136
KIAA1324	137
CDKL1	138
ICT1	139
TNFSF9	140
ZNF253	141
ARHGEF6	142
TRAV13-1	143
GNPTAB	144
CD3G	145
C1QB	146
CHPT1	147
ORMDL2	148
KCNJ16	149
CHGA	150
DLGAP5	151
SOX14	152
WDR25	153
CNOT6	154
ZCCHC6	155
PIGQ	156
TIGD6	157
NDRG1	158
IFNA7	159
PRKAR1AP	160
WFDC2	161
CNTN1	162
ZNF571	163
SCAND1	164
FHL5	165
HESX1	166
RPL5	167
ZNF155	168
CACNA1E	169
GFAP	170
ASUN	171
DCK	172
GTF2H3	173
LINC00094	174
C22orf26	175
SIX6	176
TTC23	177
RAPGEF1	178
CD302	179
AMDHD2	180
KRT31	181
MRPS2	182
ZCCHC8	183
MOS	184
METTL2B	185
SLC30A3	186
UNC5C	187
GTPBP2	188
MDFI	189
OPRD1	190
HIST1H2BO	191
HP1BP3	192
GINS1	193
MRPL35	194
C3orf32	195
SRGAP2	196
EPCAM	197
HMGB3	198
TEX13A	199
ZDHHC8P1	200
x
	Prestwick-1084
SH3GLB2	1
TMEM59	2
SPATS2	3
RND1	4
ZFY	5
KCNJ14	6
CUTC	7
LAMC3	8
PMS1	9
FPR3	10
TMPRSS5	11
IMPDH1	12
DPY19L4	13
IMPACT	14
FEM1C	15
GTPBP10	16
SH3GL1	17
TNMD	18
INCENP	19
PDCD6	20
KIAA1462	21
FAM92A1	22
RNF103	23
FCN3	24
G6PC2	25
GIMAP6	26
SYNGR3	27
SP3P	28
HSD11B2	29
ZNF423	30
BPTF	31
RHOC	32
PDE1B	33
PPP2R5E	34
IMPA2	35
XAF1	36
PAX9	37
ACO1	38
MKNK2	39
SEC13	40
RSAD1	41
MAGEB3	42
HPS5	43
ETFB	44
PIN1P1	45
HCFC2	46
ISCU	47
GABRB1	48
HAVCR1	49
RNPS1	50
FOXK2	51
NIT1	52
GABRR1	53
GCKR	54
TMEM165	55
TGFBR1	56
ARSF	57
ALKBH1	58
PSG4	59
BTN2A3P	60
CCR3	61
LPA	62
HMGN2P9	63
TCERG1	64
CHD1	65
PLVAP	66
ITGAE	67
DLX5	68
ZBTB44	69
MGST3	70
TNKS2	71
CARM1	72
LMNB2	73
NRGN	74
C7orf43	75
CCDC70	76
USP29	77
DSG1	78
ITGB7	79
CRADD	80
PSRC1	81
SHOC2	82
RPS24	83
LIM2	84
ANKRD7	85
ZNF518A	86
SCNN1B	87
ANKRD49	88
SLC35G2	89
CEP97	90
UCKL1	91
ZNF692	92
TCEB3B	93
ROR2	94
DNAJA1P4	95
CD1A	96
CDKN1A	97
ANXA2P1	98
RPS29	99
CENPT	100
ZNF223	101
PGPEP1	102
NFE2	103
IFRD2	104
TNR	105
CXorf36	106
POLD3	107
CDC40	108
NEK11	109
MAPK4	110
DHX32	111
ANKFY1	112
DACT1	113
NTSR2	114
PIP5K1C	115
RPL38	116
BCL2L10	117
MAS1	118
C17orf85	119
ACADM	120
MCM9	121
JOSD1	122
CLEC2D	123
SLC6A14	124
LRRC61	125
TMSB15A	126
AKAP4	127
RNASEL	128
MYL2	129
OLFM4	130
MAP3K2	131
HOPX	132
CAB39L	133
PODNL1	134
OR52A1	135
FAM110B	136
SPATA1	137
RCAN3	138
FGF6	139
ABL2	140
GYPC	141
CYB561D2	142
HK3	143
HMX1	144
RCBTB1	145
ACVRL1	146
B4GALT3	147
PDCD6IP	148
ITGB1BP2	149
SAR1B	150
LARP7	151
LPXN	152
FHL2	153
CRYAA	154
CHST8	155
WARS2	156
COX7A2L	157
OSBPL11	158
CNDP2	159
HSPB1	160
PI15	161
DLX6	162
SLC9A1	163
ZNF611	164
TOMM20	165
FOXF1	166
RNF40	167
NOS3	168
BCKDK	169
TMEM164	170
SYT13	171
NCKAP1L	172
IL36RN	173
EFTUD1	174
OSTM1	175
TMEM140	176
SUV39H1	177
DIRAS3	178
USP22	179
MRAS	180
PSD	181
NID2	182
CBX7	183
ZNF7	184
CLIC2	185
TRIM9	186
ATF7IP2	187
AMBP	188
ZBED2	189
RAI2	190
GNG12	191
IFI27	192
GIPR	193
CEP85	194
SERPINC1	195
KANSL1L	196
NRF1	197
SMR3A	198
EIF3G	199
C6orf97	200
x
	Prestwick-1085
DHX16	1
FAM173A	2
RRAS	3
PDE9A	4
NDUFB5	5
GPR173	6
ALAS2	7
C20orf11	8
OLFML2A	9
SYNGR3	10
SPATS2	11
OR1A1	12
GRIK3	13
RAP1GAP2	14
SRPX	15
DRD1	16
SLC9A6	17
MANEA	18
KHDRBS3	19
SPR	20
ABCA3	21
GRID2	22
MAPK3	23
CHML	24
OTUD7B	25
BCL2A1	26
CDH4	27
C11orf71	28
FAM188A	29
PNRC1	30
TRMT1L	31
CDC34	32
LRP5L	33
CDH8	34
B3GNT4	35
TST	36
NARG2	37
SLTM	38
KLHL26	39
PKIG	40
NACC2	41
MUTYH	42
CA5BP1	43
CNDP2	44
ANG	45
BMS1	46
ST8SIA1	47
VPS4A	48
SNTG1	49
UPB1	50
G6PC2	51
RAD9A	52
UBE2G2	53
S100A6	54
BAI2	55
C4orf6	56
SFT2D2	57
USP39	58
ODF2	59
A4GNT	60
PEX12	61
CD302	62
CEP97	63
CETP	64
CXCL13	65
FAM155B	66
TRANK1	67
CSNK1G3	68
PHEX	69
FER	70
GFOD1	71
C17orf85	72
HSD17B8	73
NTN1	74
CUX2	75
AP5S1	76
FBXO34	77
HCN4	78
ADAMDEC1	79
CAPN1	80
PRF1	81
ATP6V0B	82
JAK1	83
ZNF253	84
COLEC12	85
UBAC1	86
HIST1H2BI	87
HSPA1A	88
GABRE	89
C15orf24	90
CTRB2	91
NUP37	92
SYN1	93
WBP5	94
DGKG	95
CEBPG	96
TNNT1	97
IL9	98
SOHLH2	99
P2RY14	100
SPIN1	101
C5orf42	102
MRAS	103
SNRPF	104
ASH1L	105
PPFIA2	106
CUTC	107
ZNF430	108
VNN1	109
WDR60	110
RARS	111
RNASEL	112
AP3B2	113
NUP93	114
PRPS2	115
SSTR4	116
KCNB1	117
FXYD7	118
TECPR2	119
DAB1	120
COX7A1	121
MATK	122
NOX4	123
SMR3A	124
ZNF143	125
RPL12P11	126
SLC35E2	127
USPL1	128
IGHV5-78	129
NKX6-1	130
ART1	131
PMP2	132
ACAP2	133
SLCO1B1	134
RGCC	135
NVL	136
GPR68	137
EIF4A1	138
MED6	139
FAM59A	140
KCNA4	141
SLC25A28	142
CDC123	143
MS4A3	144
CD5	145
PBX3	146
PGAM2	147
TP53I3	148
TAF6	149
CX3CR1	150
KANSL1L	151
ZHX2	152
ARHGAP29	153
FAM120C	154
HNRNPA1P31	155
PVALB	156
TCN1	157
RMI1	158
CTR9	159
CBLC	160
EIF2B3	161
CS	162
ACSM1	163
MREG	164
CDH18	165
PTPRM	166
GSTT1	167
FEM1C	168
SLC8A2	169
ECHDC3	170
MYOG	171
LAD1	172
SEMA4D	173
NDUFB3	174
SGMS1	175
TAF9B	176
ENOPH1	177
ZBTB25	178
SSTR3	179
LCP1	180
FOXJ1	181
RPGR	182
FMOD	183
MEAF6	184
TSC1	185
MAGEB3	186
LRIG2	187
HAX1	188
GPR1	189
TECTA	190
PRDM5	191
ZNF586	192
SPRY1	193
HABP4	194
MUS81	195
POMP	196
PTPN1	197
DRD5	198
GUCA2A	199
CHIA	200
x
	Prestwick-1100
SLC7A10	1
ACSBG2	2
ZBTB39	3
GRIK3	4
MYL2	5
LEPRE1	6
RNF167	7
INPP5J	8
CDH22	9
SLC22A3	10
S100A12	11
ELAC1	12
TBRG4	13
TSPAN1	14
TRIM68	15
FAAH	16
PVRL3	17
CHML	18
GRAMD1C	19
ZNF672	20
C11orf71	21
BCAP31	22
SPHK1	23
CSTB	24
DLL3	25
SUOX	26
AP5S1	27
KIAA1462	28
CNDP2	29
PIGP	30
ISYNA1	31
PIP4K2C	32
PCNT	33
TRIM5	34
AKAP11	35
DNAJC1	36
HTR3B	37
GCLM	38
CAMLG	39
ACO1	40
DNA2	41
KRI1	42
PRRG2	43
IL1RAPL2	44
TARBP1	45
MRPL49	46
KCNC3	47
CYP27A1	48
NOL6	49
REXO4	50
ADRA1B	51
CSF3R	52
ZNF280B	53
IL1A	54
CYB561D2	55
TCTN2	56
GABRB1	57
RBM15	58
KIFAP3	59
NARG2	60
SLC7A7	61
OBP2A	62
GOLGA5	63
BMP4	64
TRHDE	65
SLC25A4	66
ZBTB24	67
LHX6	68
CYP11A1	69
HIVEP1	70
EIF2D	71
ZNF667	72
PLEKHH3	73
HTR1A	74
FMO6P	75
TMEM59	76
TNMD	77
VIPR1	78
PDYN	79
NT5C2	80
SLC6A9	81
HTN1	82
SPATS2	83
DNASE1L1	84
PLLP	85
GLRX5	86
SKA1	87
OR7E5P	88
MTMR12	89
PTPN1	90
C17orf39	91
MOGS	92
MAFB	93
CDK4	94
GPR1	95
NDRG1	96
YSK4	97
CLTC-IT1	98
CXCL9	99
HIST1H4B	100
PTGES3	101
RFPL2	102
SPON2	103
NPPB	104
LRRC31	105
C1QL1	106
TSC1	107
SSTR3	108
NDUFAF4	109
HMG20A	110
ALPK3	111
NPVF	112
GML	113
CNOT6	114
PPIAP21	115
TTC23	116
MMRN2	117
RNF7	118
NUP62CL	119
LRRC8D	120
PRKCDBP	121
ZNF548	122
ZNF37BP	123
CRTC3	124
FOXN1	125
LRRC42	126
RPGRIP1	127
BNIP2	128
GPR171	129
C3orf36	130
APOH	131
TRIM28	132
DGKE	133
ERCC6L	134
DECR1	135
LGALS14	136
ZBTB7C	137
MAPK8IP1	138
RBPJL	139
IL6	140
TMEM208	141
UNC93A	142
PKDREJ	143
PCBP3	144
UBL4A	145
NGFRAP1	146
UNKL	147
MATN4	148
MYO1D	149
TUFM	150
MAGEC2	151
PIGT	152
ENAH	153
SLC17A5	154
SPRR1B	155
GIN1	156
SPAM1	157
APOOL	158
HIGD1B	159
TMOD3	160
LILRA3	161
HSD17B12	162
ANG	163
MAD2L1BP	164
BORA	165
DPYSL2	166
HOXD4	167
ANXA5	168
GPBP1L1	169
DMXL1	170
BTF3P12	171
MRPL34	172
CLOCK	173
SLPI	174
CBLN1	175
CHSY1	176
OR1F1	177
RPUSD2	178
RNF125	179
ZNF471	180
QSER1	181
FBXO46	182
C9	183
FAT1	184
KIAA1107	185
SST	186
CD1B	187
TAF9B	188
C1QTNF3	189
KIAA0754	190
LYRM2	191
DENND1B	192
AP5M1	193
C3orf27	194
ZNF140	195
HTRA1	196
CBLC	197
CYP39A1	198
KCNN4	199
PARD6A	200
x
	Prestwick-1103
PLOD3	1
SLC29A3	2
KCNA10	3
ERCC8	4
CAPNS1	5
PARP12	6
POU6F2	7
PCTP	8
PFKM	9
AMIGO2	10
DNAJC1	11
BAZ2B	12
ZNF493	13
TGM3	14
MECR	15
DPM3	16
SENP2	17
ZNF528	18
HHLA3	19
CRNN	20
NPHS1	21
ZNF324	22
OLFML2B	23
SEMA4D	24
OSBPL11	25
GLTPD1	26
MRPS33	27
RAPGEF1	28
REG3A	29
SLC31A1	30
FBXO34	31
YBX2	32
NCALD	33
SPRR1B	34
PLCG2	35
DCP2	36
AMMECR1	37
PCYT2	38
NR5A1	39
ARHGEF26	40
ANKH	41
NXF3	42
FOXJ1	43
HRC	44
NLRX1	45
ZNF257	46
TRIM66	47
SLC17A5	48
PTPRE	49
RPL34	50
C6orf15	51
GPRC5C	52
IL10RB	53
TRIM26	54
C12orf39	55
TST	56
BRD7P3	57
CCDC47	58
PPP2R5E	59
ENO3	60
RASAL1	61
HIST1H1D	62
SLC27A5	63
ETV3	64
CHAC1	65
CHMP7	66
PKD2L1	67
MCRS1	68
ME3	69
METAP1	70
MFI2	71
MAN2C1	72
PSAT1	73
TRMT11	74
REL	75
CPA1	76
EDN1	77
KCNA1	78
DDB2	79
SMPDL3A	80
PICK1	81
ZNF266	82
PHGDH	83
TCHH	84
SNX15	85
IL18BP	86
KIF14	87
ACP2	88
TDO2	89
CHPT1	90
RLBP1	91
NFKB1	92
TLR1	93
PRDX4	94
NUP93	95
DCLRE1A	96
ADAMTS12	97
PROL1	98
PTGES2	99
TPD52L2	100
RNF43	101
MYH1	102
NSUN3	103
GNL1	104
ABHD11	105
ADRM1	106
MAGEC3	107
SUCLA2	108
RSRC1	109
USP9Y	110
BZRAP1	111
SNRNP35	112
MFHAS1	113
TALDO1	114
GPR125	115
ELL2P3	116
CHGA	117
VASP	118
MLST8	119
TSSC4	120
FOXJ2	121
PDZD7	122
CREG1	123
CNIH4	124
IGHV3-72	125
S1PR4	126
INHBC	127
CLPB	128
CTNNAL1	129
AES	130
COX7A1	131
FKBP6	132
CAB39	133
PSMA3	134
TAPBP	135
COX6A2	136
KBTBD11	137
ITGB1BP3	138
CLEC4E	139
NLK	140
SIRPA	141
C5	142
GHR	143
BAALC	144
BTN2A3P	145
KLF1	146
DNAJC15	147
POU3F3	148
NAGPA	149
KIT	150
NAMPT	151
ALKBH4	152
REPIN1	153
ACTL7B	154
UQCR10	155
GUCA1B	156
OAZ3	157
DDRGK1	158
UGP2	159
RABGGTA	160
IL15RA	161
TIMM10	162
INS	163
GBAS	164
AGMAT	165
DDX42	166
IGJ	167
SLC26A2	168
SHC3	169
SLC22A2	170
RBMY2FP	171
PITPNM3	172
GSTP1	173
HCN4	174
MGLL	175
RNASE2	176
ARID3A	177
NKG7	178
SRPK3	179
KCNA3	180
USP25	181
ADCYAP1R1	182
NCAM2	183
NUP85	184
PGAM2	185
GIMAP4	186
HMHB1	187
TRAV9-2	188
MGAT4B	189
RPL36	190
LIPF	191
SCML2	192
ARID5B	193
SCARF1	194
TUBGCP5	195
MLXIPL	196
FPGT	197
TERF1	198
IGBP1	199
EMILIN1	200
x
	Prestwick-559
KRT8P12	1
ARF1P1	2
BAP1	3
PCDHA5	4
MAT2B	5
SPR	6
SENP7	7
COPS3	8
KLF1	9
DEFB126	10
MPHOSPH10	11
YIPF3	12
SEPW1	13
SACS	14
CCNO	15
EGLN1	16
CIB1	17
RNF141	18
PPAN	19
MAL	20
CCDC94	21
GDI1	22
COLEC12	23
INPP1	24
C17orf62	25
RNF111	26
ATP6V0B	27
ITGA10	28
ARHGDIB	29
EDDM3B	30
GLTSCR1	31
RAB17	32
TMEM177	33
B4GALT3	34
SLC17A3	35
CETN2	36
ZNF167	37
ATP6V1G2	38
RSAD1	39
NPTN	40
HNRNPM	41
KCNAB3	42
KLK7	43
ETV2	44
PET112	45
RHOA	46
CCNA1	47
PRKCDBP	48
WDR60	49
ARL14	50
SYNDIG1	51
RAX	52
GUCY1B2	53
HNRNPH2	54
KIAA1107	55
FSD1	56
ACTR1B	57
CACNB4	58
WNT5B	59
CENPM	60
LRRC40	61
CHRNA10	62
OR2J2	63
ERN1	64
KRT18P50	65
HIST1H1E	66
ALLC	67
ZNF749	68
MRPL15	69
OLFM4	70
ATG4A	71
NGFR	72
ERCC6L	73
C2orf54	74
PTCRA	75
IFNB1	76
PEX12	77
MRFAP1L1	78
WBSCR22	79
GOLT1B	80
STRN4	81
DIP2A	82
CRYGEP	83
TEFM	84
CUTC	85
KIF1B	86
HABP4	87
CD226	88
ARID4A	89
MAGOHB	90
CYP2C8	91
MYBPC2	92
GOLGA5	93
KIAA1462	94
MED17	95
TESPA1	96
RBPJL	97
PRMT1	98
CCDC90B	99
NPPB	100
PBOV1	101
RCOR1	102
HLA-J	103
HSD17B4	104
PNPO	105
SNRNP25	106
ZNF518A	107
TP53BP2	108
PCDH11X	109
STK32B	110
APEX1	111
TPSAB1	112
HOXB9	113
SPINT3	114
CBS	115
TPK1	116
ZNF430	117
KCNJ10	118
FUZ	119
RASL10A	120
TMEM134	121
NTM	122
FAM92A1	123
MED9	124
ZNF225	125
BDNF	126
PTCD3	127
ATP5A1	128
GLRX5	129
AIG1	130
ECD	131
SLC9A5	132
FPGS	133
NKX6-1	134
CALML5	135
TUBA4B	136
ZNF391	137
CASQ1	138
SLC39A2	139
DBF4	140
CBR1	141
NIT1	142
KRT35	143
CSN1S1	144
GRTP1	145
CSTB	146
LIF	147
FSHB	148
RASA2	149
HCFC2	150
TIGD6	151
GTPBP6	152
ABCC2	153
TRH	154
LRIG1	155
IGLV3-19	156
EHHADH	157
EFR3B	158
PHKA1	159
CLCF1	160
RPAP3	161
NECAB3	162
RBMXL2	163
ZBTB44	164
C5orf44	165
ZNF232	166
BEND5	167
GNAI1	168
MUC2	169
CTSK	170
TMPRSS4	171
ITGAV	172
SLC5A12	173
DCPS	174
ZFP106	175
RIPK4	176
UBE2Z	177
LPXN	178
HTR1B	179
N6AMT1	180
TSPYL2	181
TRAPPC2	182
ABCB4	183
HSPB1	184
KIF15	185
CHD8	186
SMAGP	187
SLMO2	188
ATF1	189
C16orf7	190
B3GALT1	191
CPNE1	192
URGCP	193
PSMB7	194
MGAT4C	195
HNRNPUL2	196
SLC18A1	197
SPECC1L	198
ALOX12B	199
CITED1	200
x
	Prestwick-642
NNAT	1
CDC23	2
KLF15	3
ADNP	4
SH3GL3	5
SLC22A5	6
IL1RAPL2	7
NELF	8
ANXA3	9
SEC14L2	10
ZNF682	11
CNPY3	12
RAG2	13
TMEM106C	14
GJB1	15
RABAC1	16
SLC18A2	17
SLC1A5	18
DDN	19
C17orf70	20
SNX5	21
MCM10	22
THAP11	23
GIGYF2	24
GCNT3	25
JAK1	26
KIAA0125	27
SETD5	28
CHAT	29
MFSD6	30
OR7E5P	31
VWF	32
A4GNT	33
PGM5	34
RBM22	35
MRPL3	36
CUX2	37
TUBA3C	38
USP3	39
GPR35	40
HHLA2	41
ITGAL	42
GLB1L2	43
MLXIP	44
SALL1	45
SPTBN2	46
MORC3	47
CHST7	48
ITGA8	49
RNF25	50
SCARA3	51
OSBPL11	52
DCAF13	53
CNOT6	54
PLSCR2	55
CSDC2	56
GUCA1B	57
PITPNB	58
CXCL9	59
ATG14	60
SLC39A2	61
BCAS3	62
C5AR1	63
CSF2RB	64
CDK18	65
WT1-AS	66
PHLDA2	67
KIAA1199	68
S100B	69
PZP	70
FOSB	71
DGKG	72
FBXW4	73
PTGES3	74
DTX4	75
ASCC1	76
URB2	77
MTR	78
TBXAS1	79
BEND5	80
AR	81
AKAP5	82
KRTAP5-9	83
INSM1	84
HSPA1A	85
ECM2	86
SCAMP5	87
NKG7	88
C19orf54	89
TDP2	90
STK16	91
TBC1D15	92
HHLA1	93
C17orf39	94
C17orf81	95
MFSD5	96
SPO11	97
GALNT12	98
LLGL2	99
GLTSCR2	100
TRAP1	101
TK1	102
SLC6A13	103
VASH2	104
TAS2R7	105
PIGQ	106
SERPINE2	107
AMELY	108
S100A5	109
FN3K	110
USPL1	111
MSI1	112
PPDPF	113
SCUBE2	114
BSPRY	115
ZNF358	116
KRT34	117
OSR2	118
FAM169A	119
CARD9	120
SPAM1	121
TEX10	122
ZNF143	123
CDH16	124
CDADC1	125
CYP27B1	126
ANXA5	127
CRABP1	128
KIRREL	129
UGT8	130
IMMT	131
SLC2A4RG	132
IL9	133
AFTPH	134
KCNK7	135
MRPS11P1	136
ZNF167	137
CEP55	138
PPP4R1	139
FDXR	140
ZZZ3	141
C7orf10	142
EPN1	143
C10orf118	144
GLI1	145
ELMO1	146
DNAJA1P4	147
CD40LG	148
UTF1	149
KCNE2	150
NRIP3	151
RRN3	152
TLR1	153
DCAF16	154
LIG4	155
SELL	156
C2orf28	157
NUDT15	158
SMYD3	159
HADHAP1	160
ZNF208	161
ZNF451	162
RNASEH2B	163
DHODH	164
HIST1H2BL	165
CTSL2	166
EMX1	167
LSM7	168
KRT75	169
PNPLA3	170
PELI1	171
SLC8A2	172
TAB1	173
GIN1	174
UFM1	175
ULBP1	176
FZD8	177
PIWIL2	178
HMGB2	179
NUAK2	180
HERC2P3	181
FBXO7	182
MFSD1	183
ZNF34	184
TLR4	185
LMCD1	186
B3GALT5	187
SRM	188
ALPPL2	189
C20orf20	190
IFNAR1	191
COPS3	192
BCL2A1	193
DEK	194
ZNF467	195
ENOX1	196
ALDH1A1	197
MTSS1L	198
ADRB2	199
CARTPT	200
x
	Prestwick-664
TWIST1	1
SAMHD1	2
TUBA3C	3
FCGR2B	4
PCDH11X	5
BCOR	6
GTF2E1	7
IL11RA	8
PDZK1IP1	9
GBP2	10
TM2D3	11
HMGN2P9	12
NPPB	13
SPR	14
SYNC	15
GLRX5	16
PACSIN2	17
BCAP29	18
SCGB1A1	19
DDX46	20
MAFB	21
CXXC4	22
TTC40	23
MNDA	24
PDE9A	25
FRK	26
OPA3	27
FAM184A	28
LINC00094	29
NPHP1	30
FAAH	31
HOXB1	32
EFNA2	33
RTN3	34
PSG5	35
TSPAN32	36
WDR45	37
RPL12P11	38
SPI1	39
ARHGAP15	40
ANXA3	41
C16orf80	42
HOXB13	43
MAPK3	44
WRB	45
OSGIN1	46
GZMA	47
NBEAL2	48
RPS24	49
S100P	50
SMU1	51
BRAF	52
PRR15L	53
CXCR7	54
KIAA1467	55
CDKN2AIP	56
ZNF287	57
IQCA1	58
FOXF1	59
HBQ1	60
FASTKD3	61
DDRGK1	62
TRBV10-2	63
CHIA	64
WDR33	65
PCMTD2	66
DSCC1	67
FXYD1	68
CCBL1	69
NEUROG2	70
MS4A6A	71
ISLR	72
DROSHA	73
DEFB1	74
C9orf78	75
CX3CR1	76
BZW2	77
IGHV5-78	78
ANAPC2	79
HMGCS2	80
DLGAP5	81
IGSF9B	82
ADAM3B	83
C1orf54	84
PSMG2	85
RND1	86
MRAS	87
CDC7	88
GGT5	89
AUP1	90
FAM83E	91
HOXB3	92
ZDHHC7	93
MMP17	94
RUSC2	95
C2orf44	96
LOXL1	97
MELK	98
NCAPD2	99
SCD5	100
ITGB1BP2	101
C2orf56	102
SMPD2	103
CHI3L2	104
STAG3L4	105
COMMD3	106
ATG2B	107
AK4	108
B3GALT1	109
PPFIBP2	110
KCNB1	111
IFITM1	112
KANSL1L	113
TGM1	114
AFF4	115
RANGRF	116
RSAD2	117
CDC23	118
WBP5	119
FUT5	120
PCDHGA11	121
GPR162	122
SPRR1B	123
TIMM17B	124
DCP2	125
DYRK4	126
TLX3	127
LEPREL4	128
CCDC86	129
CAPN11	130
LRRC59	131
GSTA1	132
KCNG2	133
MAPK6	134
BRP44L	135
DAB1	136
DMTF1	137
ZNF695	138
CPA3	139
GNPDA1	140
RAG2	141
PKIG	142
EPHA2	143
ORC3	144
MSH4	145
FCRL2	146
ATPIF1	147
MED6	148
CPNE1	149
NEIL1	150
CRTAC1	151
SQRDL	152
OR7E2P	153
GNG12	154
RNU6-73	155
AARSD1	156
CCKAR	157
ISCA1	158
ARAF	159
TBC1D19	160
C17orf108	161
TEX13A	162
SNX10	163
PZP	164
SCML2	165
B3GNT1	166
MOSPD1	167
ACE	168
CCNO	169
KLHL26	170
DBNDD1	171
ERO1L	172
WDR45L	173
NEK11	174
MAP4K2	175
CLSTN2	176
HS3ST2	177
TXNRD1	178
METTL22	179
TNR	180
RORB	181
NMD3	182
CYP2J2	183
ADPGK	184
TGM5	185
PARP3	186
PEF1	187
COLQ	188
ITPKC	189
NEUROD4	190
EMX1	191
ADAT1	192
IMPA2	193
BCAS1	194
APBA1	195
SMC6	196
TOLLIP	197
NUDT15	198
GGCT	199
ISG15	200
x
	Prestwick-665
MARCH5	1
AURKC	2
C12orf49	3
PKDREJ	4
CCR9	5
ALX1	6
MYH7	7
AGBL3	8
ADAT1	9
RTCD1	10
ROM1	11
STRN4	12
PROSER1	13
GPNMB	14
CNGA1	15
CWC25	16
C20orf4	17
RFX3	18
NOS2	19
GIPC1	20
SLPI	21
TUBB6	22
NFE2L2	23
FAM173A	24
MRPL24	25
ZNF669	26
BRIP1	27
GGT5	28
