x
	(+)-chelidonine
WDR67	3629
GSN-AS1	7920
PIK3R1	4885
x
	clopamide
C12orf47	8520
SMYD2	5485
WDR73	3970
PRKRIP1	5061
SMARCE1	7039
TAS2R16	4377
NECAB3	6834.5
PCYT1B	4620
T	6785
ST6GALNAC2	7523
STK10	8799
CSF2RA	8090
MOSPD1	7554
PPP1R3D	4898
CALML5	6253
CBFB	8009.5
KIAA1704	6301
GLUD2	7644
PARM1	5403.5
RAB40A	3227
RHOQ	3730.5
HMGB1P12	7409
MGEA5	5040
MYO19	3266
ULK4	3094
CARD10	4553.5
ARHGEF12	7053
DDN	8487
PTPN14	4124
EPB41L2	8466.5
JAG1	7204.5
COX7A2P2	5716
IGFBP1	8409
ANK3	7225.5
RPS6KA6	4520
MYOF	5236
FYB	8488
ITGB1	7958
SF3B1	5632
CTBP2	7484
TDRKH	7735
IFI16	5983
PTPRZ1	4611
CYP1A2	6674
SCP2	3951
DYNLT3	8692
SCAPER	4756
HTR7	4592
ACTR1A	4786
GPC1	3112
x
	cloperastine
SUPT4H1	8242
FUT4	4715
TCL6	3355
CD97	3985
TMEM214	4472
RAB11FIP3	7170.5
CELF1	6008
PHEX	7469
NOS2	5468
HADH	7736
MCF2L2	7762
CASP8	6652
DMRT1	3564
EDA	5192
ZNF764	3217
PTK2B	3011
COX11	5571
BTG2	3245
WDYHV1	7466
KANSL3	3815
DDX49	7839
COL17A1	7765
RNF144A	6388
RBPMS	7653
PEX13	5595
SH3D21	8785
ARMC6	7367
SSR1	8596
PLCXD1	8165
FKBP2	4304
AR	4186
CELF3	4093
DSCR6	8103
RRBP1	7214
GPC4	8169
CYLD	5583
SLC24A1	4706
REV3L	4175
SPG7	8441.5
SNAP25	3409
UBXN7	3675
MYH7B	7164
C17orf63	8090
EFHD2	8615
CCNT1	7205
MBP	3732
KIAA0319L	3059
IL16	3811
SLC2A3	3595
CIR1	3501
x
	clorgiline
SOX11	6004
SUPT4H1	4460
PLN	5136
APC2	5066
STAT1	7151
ZNF259	3984
HCFC1R1	6409.5
MED27	4307
CMKLR1	6993
NUP155	8752
GIMAP6	3084
CTSL2	4749
PCDHA3	3932.5
SPTLC2	6761
PLK1	7941.5
KANK1	4166
MTDH	6686
PSMD13	7604
CLCNKB	8710
CITED1	7333
MAP2K5	7118
CDC27	4877
PDE10A	5015
PREP	8232
PRKG2	5465.5
SERPINB4	7870
UBA6	6624
SERPINE1	5396
PEX6	7500
LIMK2	4441
ZBTB3	5921.5
RPS6KA5	4950.5
MPHOSPH9	8726
SLC25A37	3872
OGN	7328
ABCF1	5478
ITGB6	4269.5
NPFFR1	5067
SLC6A16	7799
BZW2	7828
CTNNA1	5060
HSPB6	7310
MAPK1IP1L	4275
COX5B	4123
GPR17	4590
FOXN1	7723
KRTAP5-8	3267
NAAA	4216
CAPN11	5328
TRBV21-1	4847
x
	clorsulon
MAP2K2	6573
BAZ2A	5856
AURKAIP1	3038
PMPCA	3204
SAMHD1	6383
HSD17B8	6452
HHIPL2	7535
DLG3	5412
MDN1	4495.5
MYF6	8116.5
IL11RA	7344
PHTF1	3729
UBXN1	6654
CFHR5	4284
TANK	5092
SCAND2	6555
ZNF771	8661
ACTN1	5607
ADCK2	6299
RALBP1	7928.5
PLCD1	3765
SLC39A1	8846
C6orf25	8736
PPAP2A	3480
PLCE1	8331.5
MNS1	3535
ADH1B	6258
OCEL1	5465
GRTP1	8713
CHRNE	7834
TSC22D3	3241
DSCR6	3389
ARHGAP32	8752
CLUL1	8392
NCF2	8218
SCAMP1	4689
TFRC	5431
KLF4	4275
AHCYL2	5145
MUC16	3062
FCAR	8115
SOGA2	3210
PRMT3	3957
FAM3A	5562
IRF6	4119
FXR2	3939.5
UCHL5	3779
TRAP1	6896
EPB42	7974
NOP14-AS1	7471
x
	clotrimazole
GADD45B	6699
SCN5A	5612
RPL27AP	3671
CRH	4054
ENPEP	8311
SUMO4	7151
POMT1	6976
DNAH6	3028
MEGF9	7948
IGHV3-47	4677.5
FBP2	7975
NDNF	7589
SEPHS1	6757
UGT2B15	5352
ARHGEF10	5690
FAM188A	6946
PDLIM7	6197
TBC1D12	4628
EEF1DP5	4684
TMEM144	7317.5
RRAS	5417.5
BCL2	4805
SNN	4443
SON	8220
GCAT	4885
NPTX2	6441
MOG	4865
MED14	7676
RALB	8421
ICOSLG	3502
E2F5	7406
SMAD1	3168
MPZL1	8852
SUOX	3535
DHX34	5908
IL22RA1	3708
TMOD3	3326
FAM76A	3954
HK3	5853
PLAT	6826
THOP1	7557
CRMP1	3781
POLR2A	5683.5
POGZ	8233
PPFIBP1	3690
ZNF430	5656
HMGN3	6510
RNMT	7714
MS4A12	4307
PRPF18	3055
x
	cloxacillin
TMEM180	5823
FOXC2	6099
INVS	7736.5
ZNF274	3260
UCP3	3289
CCR8	7152
MID1	6287
IAPP	8557
C10orf81	5380
ATXN1	3187
ADRA1D	8051
HARS	3162
POLR2M	7180.5
CNTFR	5127
URI1	4372
WWP1	7085
IFNA8	4619
TAF1A	8439
ZMYM3	3665
RB1CC1	8081
IDH3G	8845
PDGFRA	8223
SOX5	3068
ACAA2	3062
CHEK1	7716
ITGA2	5485
RGS3	6205.5
KAT2B	8380
TSPYL5	7538.5
FOXRED2	7373
KCNK1	5645.5
SNCA	4302
C7orf10	3104
RGS10	8575
GIGYF2	5348
RSPH6A	5906
HIST1H2BK	5816
C2CD2	3433
TXNRD1	4729
CEBPD	5111
TM9SF4	7807
CHRNB4	6156.5
ARHGAP24	7450.5
RAG2	6961
FNTA	3174
ONECUT2	6342.5
TROVE2	3852
DDC	4448
EPOR	6719.5
PPP1R12B	7236
x
	clozapine
HKDC1	3590
RARRES2	5400
BMP6	4687
CXorf1	7337
TBL2	6686
RDH11	4845
MIA3	3516.5
WDR62	5962
GRM1	3343
CHD1L	5653
GREB1L	3937.5
SLC35E1	3794
NCOA4	6603.5
FAM134A	5106
TNFSF11	4585
LGALS4	6307
C1QA	4540
ALOX5	4187
ACSL5	5582
MNS1	7458
CACNA1B	5339
MARCKS	7243
EDA2R	3975
CDIPT	4980
SLC25A28	3154
PTCH2	8025
MOBP	4342.5
PCNX	5212.5
PDE4A	5336
ST14	4754.5
SLC9A3R2	4499
CACNA1E	6042.5
RCN1	7748
UPK3B	7654
WIPF1	4547
GMEB2	5620.5
CYBRD1	6064.5
CD82	6495
NRGN	7325
EPS15P1	4265
FBP1	6536
SPTBN4	8527
SENP6	3780
PDK2	4353
PPP4R4	7879
JAK1	8347
TFB1M	8115
TAX1BP1	3019
BARD1	3671
BRCA1	5360
x
	co-dergocrine_mesilate
PLEKHF1	6894
SND1	3782
AKR1B10	3925
POLDIP2	5833
SLC17A7	4074
ERN1	6468
RAB2A	8080
UBE2W	7944
NNT	8063
CBX5	5338
FABP3P2	3309
EIF3L	5245
PPME1	4211.5
KLHL3	6914
CPN1	4993
ZNF142	7383
WRAP53	7846
SOD1	7418
SERPINB5	3122
NKRF	7602
S100A6	4638
KLF13	5481
MTMR3	5264
METTL7A	3430
SMAD4	6039
EPHA1	6873
GEM	4874
CHEK2	5300
GINS4	5269
JAKMIP2	6332.5
CNNM2	4146.5
MEP1A	6109
DIP2C	5176
PLP1	4606
CLIC5	6854
TP73-AS1	3947.5
SNHG14	3677
F13B	8309
GPRIN2	4441
CYP2C19	8782
KRT83	4539
PRC1	4111
NPHP4	5592
CXorf56	7644
SLC27A5	8721
LGALS13	3886
C18orf1	5965
AQP6	5180
SDAD1	3499
MBD1	5284
x
	cobalt_chloride
SMG1	7788
ARHGAP5	3528
PCK2	5852
RUNX1	7023
PLCG1	6932
DNM3	6748
MORC3	4486
ADAM8	5271
ATP9B	6953
APAF1	3942
CETN2	4796.5
NDST2	7750
SLC17A9	7043
ZBED5	3538
DTYMK	5150
MED4	5844
C16orf5	7494
B3GAT1	4278
PSG9	6242
MYO7A	7748
C21orf33	8716
FANCE	3541
GKN1	3918.5
NMB	6625
CD79A	8717
SMPD3	8052
MAPKAPK3	3002.5
TNKS	7109
FA2H	5505
ABCA1	5931
IGF2R	3819
DNAH3	3418
RAD50	8575.5
ARID3B	7837.5
CYTH4	5697
CAMKK2	7604
GPD1L	6973
KLRD1	7917
CCDC101	7497.5
HSPB7	8706
AVPR2	6274
CTSW	3490
MASP1	6906.5
SEPT8	8148
RGS3	8757
SLC6A2	6609.5
NUP62	6424
CSRNP3	7448.5
OR7C2	7348
ADAM17	4903
x
	colchicine
DPY19L1	7076
SEPT8	4688.5
DBR1	5584
SPO11	8373.5
ANKRD5	4773
PYROXD1	6657
AFG3L2	8420.5
EIF2B4	5937
CHRM3	5491
AP1S1	8085
FGFR3	6623
IMPA1	8796
ENTPD7	3608
FXYD6	5243
ZNF277	6759
TMEM151B	3141.5
AACS	5391
QSOX1	3495
SOCS5	5414
FOXI1	7249
ISG15	4142
TBX6	3862
POLR2K	8817
KIR3DL1	4962
ALLC	8840
GALK2	7343
ANKRD26	6617
SP100	4200
GLDC	7832
CD4	4122
CAPZA2	8746.5
RRBP1	7578
FOXN2	3086
STK4	7892
DAPP1	7265
DNAJA3	5908
DBT	8392
PSKH1	5672
FERMT1	3618
LRPPRC	8360
WAS	5541
EHBP1	4534
MYT1L	7026
HNMT	3369
ZNF250	8550
LEPROT	6631
GJA4	4242
DCAF6	8393.5
VPS28	4019
SYNDIG1	7201
x
	colecalciferol
TUSC3	8237
IQCK	6308.5
THOC5	6609
CDYL	7914
GUCY1B3	5088
ZMYND10	4518
RNF114	5324.5
PIP4K2A	7994.5
RHOD	5358
DBC1	4868
NUDT21	5689
PBRM1	4975
POLR3C	5191
ZNF329	3470
CNOT3	5748
SNX10	6226.5
PGK1	3731
ADAMTS3	4905
ANKRD46	7091
BRD4	7457
HNRNPR	7678
SEMA3B	4931
BEST2	3756
HERC1	3268
PSME1	5346
GPR135	3055
MAP3K6	7148
STYXL1	3685
IFNA21	7857
PCDH11X	4961.5
HSD17B6	7720
BAX	8105
NDUFA1	6771
HLA-G	5082
TARDBPP1	4519
PPP3CC	7794
TNS1	6855
NSUN7	8012
LIMS2	7543
PDX1	6389.5
SETX	6080
CDH7	5086
FTCD	4179
FGD6	6332
ITSN2	6333
ABCA2	4418
RGS3	5183
TUFT1	4150
EXOC7	8548
ZC2HC1C	6043
x
	colforsin
HIPK2	8417.5
PDCD4	4106
AUP1	3595
CD44	3107
CDC42BPA	5178
KRT18	7175
TNFSF14	5162
MLYCD	6865
SUOX	5020
SDCBP	7985.5
KCTD20	7507
ATP2B2	4321
SEC14L1	7060
SEMA6C	8043
EBLN2	4265.5
FMR1	4134
CASC5	5928
ANK3	5944
NXPH3	6896
CCDC51	7469
TCEB1P3	8720
GRM2	5761
CD84	5490
HUNK	7662
GPS1	4868
GPM6B	4017
C9orf46	4746
ZNF419	3982
PSMA3	6175
ADH1B	4933
POLR2A	7370.5
CFH	3632.5
MGAT3	4515
DPM1	4642
PUS7L	4942
COPG1	4992
SNX13	7614
SLC5A1	8353
WT1	5349
WDR19	4587
TRAK2	6121
EGLN2	5285
NLRX1	3642
MYO1C	4605
GALNT2	8445
PPP2R5D	3029
PLAGL2	6329
GOLGA8IP	8164
C7orf63	4907
VPS41	7268
x
	colistin
PPARG	7941
OPA1	3675
RABEP1	6816
TFDP2	3459
SPINT3	7267
CHERP	5975
PPIG	7048
MYCNOS	7381
NDUFB2	5952
TIMP3	8644
VNN2	4435
PRKX	5170
MED25	5657.5
TP53I3	7237
BAZ2A	5194.5
ZC3H12A	7732
RHOD	6942
TACR1	5789
KXD1	6735
FYB	7534
RBM4B	4421
HS2ST1	3837
HSPH1	3734
PHYHIP	3858
ADCYAP1R1	6228
MAS1	3702.5
IL16	7073
STS	7390
F11R	5828
ZBTB39	4947
TTLL1	8372
HIST1H2AL	6002
RCHY1	5498
ATRNL1	8345
MFSD5	8247
C19orf21	5584
MTDH	5873
ATP1B1	7018
SETD3	4070.5
PDZRN4	8860
PSIP1	3957.5
PRDM16	8786
FOXRED2	7794
MBD3	8106
CRP	7884.5
ASAP1	8629
CAPRIN1	3886.5
TRIM28	5212
C11orf24	3199
CLCC1	4178
x
	conessine
SBF1	8420
POLR2C	6751
DEM1	3696
RBBP7	3326
TRIM33	5394
RRNAD1	6989
SLC22A13	4713
KCNC1	4188
HMGB1P12	8104
PAAF1	8367
PRPF38B	5907
RBMX2	7558
SOBP	8284
FAF2	3585
PARD6A	8032
ATP4B	4544
PYCRL	8120
GJD2	7602.5
RBM4B	4526
IKZF1	8485
TBCD	7225
MAGEC1	6231
VAMP7	3385.5
MMP19	5752
FRY	3235
MCTS1	3128
CDC42	5418
ASCC2	7761
PEX16	4102
TMEM120B	7293
CD36	6102
LCMT1	7597
TANK	8341.5
ABHD4	6119
MAPT	5649
TLR7	8139
LMNB1	3461
CHD7	7081
IDH3B	7793
PPAP2B	5521
TMEM87A	3562.5
RPAP2	8681
TIMM8B	8338
CDSN	4414
HPCAL1	6490.5
UQCRC1	5992.5
UCP1	5509
BCL6	5259
LSS	8170
OR12D2	3169
x
	convolamine
ARL14	3725
CRISP1	7820.5
MEOX1	3886
RPS6KA2	5816.5
CLPX	3275
ENPEP	3746.5
SRP14	8431
GPR144	6670
MMP20	4530
SPOP	6962
PDPK1	5510
CD163	6622
SKI	5640
POT1	6317.5
EIF4B	4714
THRA	8534
UBE2G2	3431
EIF4G3	6922.5
GNB1	3561
FCGR2B	7695
ZNF238	3500
TPRA1	4264
GPAA1	8783
CLASP2	4934
DDX19A	5944.5
ITIH5	5870
ABI1	5824.5
PLCL1	5027
GH1	8106
LTBP3	3092
RAB1B	8423
FYN	6241
LRRC16A	8818
ANKMY1	8018
MCHR1	7001
HMGA1	3324
KCNMB4	3110
AOC3	3575
CAPN10	3678
BCL3	8711
ID2	4630
ARHGEF3	8276
DOCK10	3179.5
AP2A2	6283
REV1	8523
PIGF	5897.5
AKAP11	6780
PAN2	8826
LRRC20	5288
MYL4	5033
x
	copper_sulfate
KIDINS220	6698
TSHB	8307
GRHL2	3152
ALCAM	8183
CDK9	7572
SIK3	8694
ID1	7666.5
TTLL7	8041
BCL3	5707
MMP11	5359
CADPS2	6723
SSR3	7547
PSMC5	6685
C1orf186	5273.5
WARS2	4375
SNF8	5636
FGF2	5477
THNSL1	8424
PCK1	4993
AIMP2	5482
CTBS	8232
KCNQ1	8555
ATP6V1H	3441
CLCN3	8059.5
PRPF4	5761
DKK4	5984
RBPMS	5390
ACTC1	7584
TOPBP1	5391
TNNC2	3849
SMARCE1	8107
SLC9A8	4046
TMEM97	5641
RNMT	5818
TLE3	4436
DHX9	7595
ERF	5394
SRGAP3	7693
BRCA2	3928
HEMK1	8752
SSBP1	3811.5
AKAP11	8326.5
POPDC3	6679
FAM115A	7340
RXRG	5278
ATP4A	5830
PANK2	5583
CDH15	6238
HIST1H2AB	8202.5
EGF	8445
x
	coralyne
RNASET2	4413
MTOR	4801
ATP4A	5932
E2F2	8133
PINK1	3522
KIAA0020	6149
KRTAP4-7	4846
RALA	3265
DGUOK	7242
EZH2	3146
EVI2A	3738
COL6A2	4998
HTR2C	7752
LLGL1	3290
GCNT3	4203
UBE2Z	7302
CPSF6	3819
SMARCA1	6096
SLC35C1	3551
UBE2G1	8750
C12orf47	3058
DCPS	3173.5
PNMT	7174
PRKCA	5759
TRIM24	8490
TMEM5	3071.5
GK	5164
AIG1	8349
AQP3	8307
C8orf71	8643
PLK3	3055
CYBB	7494
HS3ST2	3540
HPCAL4	6630
RGS20	8785
PRKD2	5450
ZNF142	7761
TULP1	3442
FAM192A	8640
ZRSR2	4534
FAM155A	5568
TRRAP	6011
SNX4	5801.5
CACNA1C	4928.5
QSER1	4728
UBE2K	5505
MOS	5413
PDHX	6392
HSDL2	4253
SERPINB8	8372
x
	corbadrine
HDAC11	7512
TMEM161A	4115
MAU2	6939
RBM8A	8076
GRK4	4097.5
PSD	5323
SYT5	4901
NAA40	4474
RFC3	7375.5
PLEK	5139
MED20	3273
UNC119	4784
CYFIP2	5308.5
TRIM33	6009
ID3	7438
ATPIF1	8454
C4orf19	8661
IL23A	7766
RS1	8298
DUSP21	3962
KCNJ12	7671.5
PRMT5	5431.5
HS3ST3B1	7384
PTPN13	5100
SLC37A4	6643.5
IL4	3717
S1PR5	8754
VILL	8781
PYGL	6182
ST20	5681
TRIM8	8622
TRBV21-1	4893
CRIPT	6748
C5orf44	5946
OR1F1	6889
SARDH	3931
DMPK	3291
GMFB	7744
PDSS2	8554.5
PIGZ	8203
SNX5	4104
HDHD3	6700
LPA	3164
SOSTDC1	7650
SLC3A1	5453
KLK6	4121
RPLP2P1	3298
GFI1	8390
ZNF589	6108
MAGEF1	7734
x
	corticosterone
LMF1	4627
MYOF	3608
GNB2	3607
RRAGD	3008
GADD45A	3306
MAEA	5999
PAFAH1B1	3477
GEMIN4	4848
UBXN8	3961
GNAI3	4143
C20orf3	7837
NEUROD6	5538
TNXB	6506.5
MAGED2	7802
GYG1	3338
CP	4111
RPUSD2	5053
GRIN2C	8692
FXR1	4327
RMND1	7580
DPM1	6798.5
H3F3B	4801.5
CAPN10	6639
DSTN	3079
FHOD3	4286
CD40	7219
C11orf67	5880
GLT8D1	5071
INSL4	3588
PDE5A	8622
ZNF614	8067
HGSNAT	7002
MPHOSPH6	6625
CYSLTR1	3687
CCL18	6422
MYO3A	4431
DYRK4	7012
SLC38A6	8148
ITPR2	3727
SCGB1D2	8657
BMP2	5446
SNF8	5706
QDPR	3069
GABRA5	4730
POLR1E	6776
DCUN1D4	4745
SLN	7885
GTPBP4	6903.5
C14orf93	5675
ACAN	6095
x
	cortisone
GFRA2	3178.5
MKL1	3151
REG1P	4261
FGF5	3590
SLC45A2	3111
LPL	8258
CERS2	6174
SUMO3	6765
MORF4L2	7994
SRPR	6843
MARK4	7858
PTPN21	6281
NDUFS6	3092
TBC1D5	6224
SLC6A3	6526
GBX1	8351
KRT10	6112
HAGH	6775
AGER	5236
ZNF254	5475
RTN4	8263
RFXAP	6390
IKZF5	7400
PATZ1	8290.5
SKAP1	6313
ZNF324	6282
DNAJB4	4818.5
ATXN2L	5590
NKX2-5	8003
GMPPA	5553
STK25	3400
NISCH	7159
GLYAT	6454
CDKN2D	6678.5
TMPRSS5	4026
NASP	8508.5
F13B	3982
FXYD1	6724
ZNF222	6077
HELLS	6829
ZBTB7C	6862.5
ZBTB5	4427
CHAF1A	5875
FBXO28	4492
CD4	5526
SLC38A10	5287
C19orf21	6155
OAT	6672
CLU	5281
METTL18	7131
x
	corynanthine
TBX2	3534
ZNF280B	6140
DAD1	7290
RYK	5354
EPS15P1	4135
C1orf68	4392
ATXN7L3B	8798
SLC25A14	7111
MAOB	5601.5
SDHAF1	8596
AHNAK	6718.5
RNF14	8028
RPL10	3560
TBC1D5	4331
DLX4	4812
ZNF227	4609
ING1	6691
PHTF2	6014
ENPP2	5852
CAMSAP1	6352
FAM216A	5443
IGHV3-47	8183
KYNU	7909
DYRK1A	6496
CDC6	6110
GON4L	7626
RACGAP1	3965
VIM	5369
PRDX6	6785
THOP1	8826
OLFM4	3141
NT5C2	3504
KTN1	6809.5
RAP1A	4428
TMEM30A	5612
RPL22	7998
JAG1	8501
DHX15	5411
RREB1	5445.5
GLRX	5933
GSTA3	4857
CREBL2	3685
RAN	3450.5
ATP6V1G1	5314
ZMYND10	5532
SHQ1	8018
SOSTDC1	4850
SCN2B	5332
KAT8	3550.5
GRIK4	5304
x
	cotinine
HERC4	6763
ZNF45	3453
CCDC134	4290
CNTLN	3438
CREB3L2	8795
CCR9	5635
SSNA1	4167
PKD2L1	4206
IGFBP2	3388
TP53I11	4181
OGFR	5603
LPHN2	3124
PDE5A	8199
MARCH2	8809
PTCRA	4292
MPP1	4415
AANAT	5794
ENTPD1	5564
TCL1A	5546
STAU1	6759.5
PITRM1	3768
HUS1	7695
LPP	6936
STK17B	7597
EFS	3815
ACP5	7368
LCE2B	5992
ACOT7	6136
ERI3	6928
HNMT	5009
APC	5463
GNAT1	3858.5
ELTD1	7816
H6PD	8497.5
DCUN1D2	4147
CDC14B	5606
RAG2	8249
VNN2	5343
ASPH	6056.5
KIAA0240	6669
POT1	7975
DNAJB4	4606
SERPINB4	3307
UTP20	7039
MXRA5	7273
SNRPB	6747
STS	5773.5
MTM1	6952
NFATC4	3909
DGCR14	5493
x
	cromoglicic_acid
GJB5	6294
SLC9A5	8833
ROS1	3831
ODF1	8374
SBNO2	3068.5
FOXRED2	7345
SLC35D1	5040
NUP205	8209
NPBWR2	7456.5
RPS4X	3325
IST1	8667
ADAM10	3090
EIF3M	4439
POLR2H	4312
HRASLS	3569
TIE1	6429
ACTG1	6141
GRIN2B	4778
C10orf57	5593
OR10J1	3295
GC	4848
COQ7	7180
GMFB	4651
MAP2K6	8597
MTTP	4406.5
EGLN2	8619
SLC48A1	5437.5
CCDC85B	7818
NCKIPSD	8138.5
NDUFA5	4993
CALCR	7422
TMEM106B	4331
CRH	4160
MFSD5	8028
NDUFS8	4420.5
RER1	4853
SMCHD1	3550
CASR	3748
NDUFA2	5102
FCER2	8097
ADAMTS13	6965
SPRED2	3392
SH3BP1	7241
UCP3	5785
DYNLRB1	5979.5
HIST1H3J	7601
TCF7L2	3472
SOS2	4534
MSRB2	7237
ZG16	7916
x
	crotamiton
MAML3	7921.5
KAZALD1	4629
GP2	4801
ARL4D	3212
MPV17	6518.5
XAB2	6748
ABCB9	4290
TRPC2	6521
CEBPD	3090
C10orf81	5486
UNC5C	6591
C1orf27	4289
GZMM	4310
C11orf73	3555
TRAPPC9	7387
NTS	7552
GABRB1	8720
DCTN5	7735
SLC15A2	4396
ARHGAP28	4793
CDC20	4139
RAD23B	6683
SEC24C	5326
LMO4	6967
ADRA1B	7174
CDC123	3928
FKBP4	6710
RPL18	4826
PPA1	7986
NOS1	6771.5
PIBF1	3530.5
ZNF248	3942
TARBP2	3415
C19orf53	8685
VAC14	3294
RANBP1	5631
RAB3D	7768
DOCK10	8161
HYI	3153
PECR	7127.5
SSX5	3081
APOD	3641
MANSC1	3843
ADCK3	7010
GPRASP1	8331
MARCH1	4745
UBR4	7596
JAKMIP2	4964
RAP1GAP2	3992
RBPJ	6498
x
	cyanocobalamin
CLTC	3985
POLR1B	5970.5
FGF12	4408
TSFM	6024
PROC	5815.5
CTCF	7362
PVT1	8071
STMN2	6284
DEF8	7828
RAP2C	6001
RPL31	4181
RFPL2	7990
TAS2R13	8048
RNF17	7860.5
C9orf95	6746
ZNF696	7583
CDC42BPB	5422.5
SREBF1	8858
LARP4B	8527
BTN3A1	3728
XRCC6	4213
GSDMD	5621
NXPH4	4414
SLC24A6	4817
NOS1AP	3918
COX7B	8763
FOXF1	5336
FOXK2	3822
C3orf27	5516.5
KIAA0664	7971
ZFYVE26	5567
TTLL4	3907
DEFA4	6009
DNAJB4	5633
TADA2A	7972
SCN2B	4621.5
POF1B	3532
CCL17	6755.5
LTK	3305
CGA	4743
GNGT1	5445
HOXA7	7415
PAX5	5530
TLE6	8001
ZNF821	8264
KANSL3	6063
MYCNOS	4247
IMPA1	7059
SLC18A1	5066
HSPA1B	3871
x
	cyclic_adenosine_monophosphate
VAPB	3455.5
LILRB1	5458
SYT12	8856.5
HEY1	6487.5
JUN	8724
NR4A2	3302.5
BBS9	7076
SLC22A11	3353
HAX1	3994
TMPRSS2	4732.5
ZNF80	5717
CCS	4088
ASXL1	4034
TMEM151B	8812
UBE3C	6118
PRKG1	5091
ZMAT3	7693
ACAD8	8538
TYRP1	4505
NCAM1	5303
EPHA7	4682
NQO1	7144
RANBP3	4758
PF4	6167
EDN3	4701
DRG1	7764
ENSA	3051
GNLY	3442
C6orf130	4174
NOLC1	4676
HLA-DRB6	3261
MLF2	3185
FGFR1	6439
GUCY2F	4720
LASP1	7504
ZNF692	8193
ZNF771	8708
PDSS2	7567.5
SLC7A9	7657
STAM2	4146
ARVCF	4045
MTMR12	5156
PLD1	6829
SEC63	7096
MLLT4	7069
CAPRIN1	6455
ORMDL2	4511.5
LECT2	7545
C1orf106	6668
RASGRP1	7910
x
	cyclizine
CLCA1	4000.5
PHLDA3	7221
STAT5B	5966
ARHGAP35	8282
PAICS	7843
FBXW4P1	3712.5
AIM1L	6950
WNT2B	4250
PSME4	8428
GUSB	3884
PAPPA2	8372
KHNYN	3336.5
ARF6	5927
CPSF6	3514
LRP2	6387
ADAM20	4977
TMEM41B	7827
PCDH9	3596
CREB3L1	6333
P4HA1	5804
PALM	5272
SYNGR1	8370
ATP5D	6185
NCF2	5437
ASXL1	6107
CHD5	7290
DNAJC12	5360
CHRNA3	4068
CD80	8663
HERC2P3	3202.5
SOS2	7180
INPP5K	4020
FNDC4	5295.5
ERMP1	7428
TXNDC9	5711
CHPT1	3759
ROCK1	5970
PRDM9	7166
LPAR2	7222
GLP1R	6374
IL5RA	5605
RAB26	3594
NTRK3	3449
CCNG1	3071
RCC1	6355
ORC4	4894
LIG4	8065.5
CLPS	4597
WDR25	5849
MEAF6	5158
x
	cyclobenzaprine
ARAP3	6668
C15orf24	7394.5
SNTG2	7870
PAPOLA	7784
TCEB2	4167
SFXN1	5840
BZRAP1	4948
TRIM14	4577
ZFP36L1	5706
LETMD1	3740.5
PPP2R2D	8794
NLRP2	7881.5
NT5E	7869
MARCH6	4663
C19orf53	7406
ECE1	5105
PKNOX2	5739
BMPR2	5482
TRAF3	4635
NRAP	8585
FAM46A	8299
NFATC4	7926.5
JAK1	4446
TNFRSF1B	4295
QSER1	3915
HNRNPA1	5835
CSH2	8155
C11orf1	5772
CYP3A4	4739
WWC3	6986
EVI5	8405
TNP2	6280
CNTFR	7348
IVNS1ABP	8586
TRPM3	6902
PDHA2	8442.5
F2	7377
SCN5A	7055
PTBP3	5026
SIRT5	5008.5
ADAM17	4211
FETUB	6412
SLC15A1	3581
BCL2L13	4536
CXCL6	6306
MATN4	7291
MAP2K2	8205
ENPP2	5188.5
SCAND2	7989
OR5I1	4725
x
	cyclopenthiazide
PSMC4	6632
SNX13	8407.5
S100A14	3708.5
MEP1B	7378
ACVR1B	4522
JAM3	8620
ARF1P1	7986
MYH13	3550
MMP26	3093
GPR50	4307
RRN3P1	3492
SP140	3265.5
CCT2	5101
AGK	3767
CORO1C	7760
KIF1B	6628
PREPL	5969
PRKD3	7415
ASPA	4001
ARHGAP5	3656
DGCR2	7236.5
FOXE1	4344
CHIA	8163
ZNF219	3604
ZNF14	7992
SOX3	4561
BCOR	3323
SNAPC4	5250
ZFPM2	3765
RASL10A	4047
RCAN3	5169
GDPD5	5366
KRT3	5456
C1orf106	7828
TP73	3735
GNPTAB	6743
ANAPC10	8262
CCNC	6281
TIMM17A	5971
LAMB3	6835
JMJD6	3720
POPDC2	4821
STOML1	4965
PIAS4	5291
TIMP3	6839
ATP5I	7053
TMEM164	5319
NUDT18	7789
MLN	8076
MINPP1	8846
x
	cyclopentolate
TFAM	8800
IGF2R	7852.5
CDC23	7299.5
GNMT	6124
MUC5AC	8679
CAPZA2	5909
RAB11B	8071
ATP5G2P1	7745
PRSS23	3338.5
DUSP2	5889
TFDP3	4110
SF1	5041.5
ZDHHC13	7579
HAO1	3341
HSPA2	8741
ATG9A	7352
CEP135	7297.5
OLFM1	8553.5
CTSG	3480
HPCA	5155
NSUN3	6070
FKBP15	5605
RDX	4616.5
VGLL4	5521
LEFTY2	5795
SLC8A1	6242
FAM60A	6139
HCN4	7621
INTS8	6288.5
ZXDB	5653
GPR15	7323
CFLAR	5715
TLE4	6948
PTGIS	8849
RB1CC1	4155
LRRC20	8211
NGFR	4927
TBX3	3829
COG5	6118
SNRPB2	7581
MOXD1	4634
INPP4B	3886
TMEM104	4566.5
RAB20	7903
HSPBAP1	5354
SORCS3	5418.5
RHCE	3144
VEGFC	3539
PCDH7	5107
CDC25B	7327
x
